Serial,Bin,X,Y,X_old,Y_old,VTH,GET VTH <1.5V,GET VTH >6V,VFSD,BVDSS_2,BVDSS_1,BVDSS bin2,Delta3,IPD_10V,IDSS1,IDSS2,IDSS3,Wafer_ID
1902,2,5,6,60,0,2.372,2.3,2.372,0.5145,21.5,20.934,20.931,0.566,30.664,0.033,0.03,0.033,12
1903,2,5,5,61,0,2.399,2.3,2.399,0.5275,21.613,21.005,21.004,0.608,31.041,0.03,0.029,0.033,12
1904,2,5,4,62,0,2.384,2.3,2.384,0.5313,21.462,20.935,20.938,0.527,31.033,0.035,0.035,0.041,12
1905,2,5,3,63,0,2.374,2.3,2.374,0.5059,21.357,20.931,20.931,0.426,30.535,0.035,0.033,0.036,12
1906,2,5,1,65,0,2.423,2.4,2.423,0.5119,21.574,21.076,21.073,0.498,30.257,0.035,0.032,0.036,12
1907,1,6,13,66,0,2.356,2.3,2.356,0.5165,21.365,20.831,20.828,0.534,31.445,0.033,0.03,0.033,12
1908,1,6,12,67,0,2.353,2.3,2.353,0.5088,21.197,20.777,20.775,0.42,31.591,0.035,0.038,0.049,12
1909,1,6,11,68,0,2.363,2.3,2.363,0.5187,21.451,20.842,20.842,0.609,31.255,0.032,0.03,0.033,12
1910,1,6,10,69,0,2.384,2.3,2.384,0.5042,21.245,20.865,20.863,0.38,31.502,0.046,0.064,0.085,12
1911,2,6,9,70,0,2.33,2.3,2.33,0.5073,21.451,20.989,20.983,0.462,30.568,0.049,1.695,4.763,12
1912,2,6,8,71,0,0.002,0,0.002,0.5019,21.329,20.95,20.95,0.379,49.998,0.062,0.136,0.204,12
1913,2,6,7,72,0,2.407,2.4,2.407,0.5028,21.252,20.977,20.973,0.275,31.433,0.032,0.032,0.039,12
1914,2,6,6,73,0,2.439,2.4,2.439,0.5035,21.27,21.018,21.016,0.252,31.344,0.032,0.03,0.033,12
1915,2,6,5,74,0,2.43,2.4,2.43,0.5084,21.458,21.032,21.033,0.426,31.602,0.032,0.03,0.033,12
1916,2,6,4,75,0,2.462,2.4,2.462,0.5055,21.367,21.037,21.037,0.33,31.528,0.032,0.03,0.036,12
1917,2,6,3,76,0,2.444,2.4,2.444,0.5157,21.667,21.086,21.087,0.581,31.534,0.039,0.053,0.078,12
1918,2,6,2,77,0,0.006,0,0.006,0.5098,21.679,21.094,21.089,0.585,49.998,0.038,0.084,0.128,12
1919,2,6,1,78,0,2.329,2.3,2.329,0.5084,21.608,21.109,21.112,0.499,31.153,0.082,0.145,0.209,12
1920,2,7,13,79,0,2.351,2.3,2.351,0.5014,21.48,21.186,21.186,0.294,31.83,0.03,0.029,0.032,12
1921,2,7,12,80,0,2.346,2.3,2.346,0.5022,21.583,21.214,21.213,0.369,31.198,0.032,0.029,0.033,12
1922,2,7,11,81,0,2.29,2.2,2.29,0.5065,21.603,21.162,21.159,0.441,30.786,0.035,0.039,0.05,12
1923,2,7,10,82,0,2.264,2.2,2.264,0.5131,22.14,21.549,21.546,0.591,30.996,0.044,0.065,0.093,12
1924,2,7,9,83,0,2.315,2.3,2.315,0.5104,22.357,21.899,21.896,0.458,30.655,0.029,0.026,0.029,12
1925,2,7,8,84,0,0.002,0,0.002,0.4968,21.945,21.622,21.617,0.323,49.998,0.021,0.062,0.111,12
1926,2,7,7,85,0,2.26,2.2,2.26,0.5022,21.894,21.478,21.474,0.416,30.937,0.03,0.027,0.032,12
1927,2,7,6,86,0,2.268,2.2,2.268,0.522,21.838,21.311,21.303,0.527,30.598,0.032,0.029,0.033,12
1928,2,7,5,87,0,2.263,2.2,2.263,0.5212,22.131,21.245,21.244,0.886,23.787,0.026,0.029,0.032,12
1929,2,7,4,88,0,2.265,2.2,2.265,0.5065,21.708,21.113,21.112,0.595,31.703,0.03,0.027,0.03,12
1930,2,7,3,89,0,2.26,2.2,2.26,0.4993,21.68,21.376,21.37,0.304,31.292,0.032,0.039,0.056,12
1931,2,7,2,90,0,2.241,2.2,2.241,0.525,21.909,21.246,21.243,0.663,31.173,0.03,0.032,0.039,12
1932,2,7,1,91,0,2.254,2.2,2.254,0.5022,21.589,21.167,21.165,0.422,31.475,0.032,0.033,0.041,12
1933,2,8,13,92,0,2.283,2.2,2.283,0.5052,21.515,21.102,21.1,0.413,31.331,0.03,0.027,0.032,12
1934,2,8,12,93,0,2.332,2.3,2.332,0.511,21.714,21.22,21.215,0.494,31.613,0.029,0.027,0.03,12
1935,2,8,11,94,0,2.26,2.2,2.26,0.5026,21.385,20.985,20.985,0.4,31.788,0.041,0.052,0.067,12
1936,2,8,10,95,0,2.23,2.2,2.23,0.4996,21.277,20.921,20.92,0.356,31.178,0.042,0.064,0.093,12
1937,2,8,9,96,0,2.274,2.2,2.274,0.502,21.391,20.975,20.969,0.416,30.703,0.041,0.05,0.062,12
1938,2,8,8,97,0,0.004,0,0.004,0.4979,21.414,21.068,21.063,0.346,49.998,0,0.001,0.003,12
1939,2,8,7,98,0,2.29,2.2,2.29,0.5012,21.499,21.151,21.148,0.348,31.416,0.029,0.029,0.033,12
1940,2,8,6,99,0,2.36,2.3,2.36,0.513,21.784,21.313,21.308,0.471,30.332,0.032,0.03,0.033,12
1941,2,8,5,100,0,2.415,2.4,2.415,0.5096,22.037,21.59,21.584,0.447,29.747,0.032,0.029,0.032,12
1942,2,8,4,101,0,2.348,2.3,2.348,0.5,21.442,21.192,21.192,0.25,31.517,0.03,0.029,0.032,12
1943,2,8,3,102,0,2.333,2.3,2.333,0.4997,21.424,21.173,21.172,0.251,31.061,0.033,0.035,0.042,12
1944,2,8,2,103,0,0.016,0,0.016,0.492,21.344,21.128,21.128,0.216,49.998,0.041,0.093,0.145,12
1945,2,8,1,104,0,2.321,2.3,2.321,0.4989,21.378,21.116,21.112,0.262,31.86,0.186,0.366,0.529,12
1946,2,9,13,105,0,2.281,2.2,2.281,0.5173,21.439,20.985,20.985,0.454,31.734,0.046,0.062,0.081,12
1947,2,9,12,106,0,2.279,2.2,2.279,0.5026,21.405,20.989,20.988,0.416,31.16,0.032,0.029,0.033,12
1948,2,9,11,107,0,2.215,2.2,2.215,0.4994,21.294,20.953,20.953,0.341,31.36,0.03,0.029,0.032,12
1949,2,9,10,108,0,2.226,2.2,2.226,0.5034,21.388,20.948,20.947,0.44,31.935,0.029,0.027,0.03,12
1950,2,9,9,109,0,2.216,2.2,2.216,0.5038,21.498,20.951,20.946,0.547,31.508,0.03,0.029,0.032,12
1951,2,9,8,110,0,2.273,2.2,2.273,0.5041,21.429,20.99,20.987,0.439,30.87,0.03,0.029,0.032,12
1952,2,9,7,111,0,2.199,2.1,2.199,0.4988,21.221,20.919,20.918,0.302,31.901,0.029,0.027,0.03,12
1953,2,9,6,112,0,2.27,2.2,2.27,0.5355,21.473,21.038,21.037,0.435,31.503,0.029,0.027,0.032,12
1954,2,9,5,113,0,2.294,2.2,2.294,0.5,21.439,21.129,21.126,0.31,31.52,0.038,0.056,0.09,12
1955,2,9,4,114,0,2.36,2.3,2.36,0.5025,21.58,21.305,21.303,0.275,31.63,0.029,0.026,0.029,12
1956,2,9,3,115,0,2.28,2.2,2.28,0.5136,22.061,21.519,21.516,0.542,30.953,0.029,0.027,0.03,12
1957,2,9,2,116,0,2.352,2.3,2.352,0.5102,21.976,21.397,21.389,0.579,31.52,0.027,0.026,0.029,12
1958,2,9,1,117,0,2.28,2.2,2.28,0.5019,21.475,21.173,21.169,0.302,31.082,0.03,0.027,0.032,12
1959,2,10,13,118,0,2.311,2.3,2.311,0.5041,21.498,21.063,21.06,0.435,31.946,0.03,0.03,0.036,12
1960,2,10,12,119,0,2.317,2.3,2.317,0.5068,21.501,21.025,21.02,0.476,32.035,0.03,0.027,0.032,12
1961,2,10,11,120,0,2.299,2.2,2.299,0.4985,21.344,21.038,21.032,0.306,31.909,0.03,0.035,0.046,12
1962,2,10,10,121,0,2.279,2.2,2.279,0.5045,21.429,21.005,21.002,0.424,31.717,0.03,0.029,0.033,12
1963,2,10,9,122,0,2.276,2.2,2.276,0.5012,21.375,21.002,20.999,0.373,31.876,0.03,0.027,0.032,12
1964,2,10,8,123,0,2.31,2.3,2.31,0.5059,22.45,22.006,21.996,0.444,31.518,0.026,0.024,0.027,12
1965,2,10,7,124,0,2.286,2.2,2.286,0.5079,22.133,21.697,21.694,0.436,31.462,0.029,0.027,0.03,12
1966,2,10,6,125,0,2.238,2.2,2.238,0.5463,21.933,21.409,21.408,0.524,31.634,0.029,0.027,0.03,12
1967,2,10,5,126,0,2.241,2.2,2.241,0.6251,21.716,21.21,21.207,0.506,31.873,0.03,0.027,0.03,12
1968,2,10,4,127,0,2.276,2.2,2.276,0.5082,21.516,21.11,21.109,0.406,31.503,0.03,0.029,0.032,12
1969,2,10,3,128,0,2.313,2.3,2.313,0.5048,21.63,21.109,21.109,0.521,31.693,0.03,0.029,0.032,12
1970,2,10,2,129,0,2.324,2.3,2.324,0.5044,21.441,21.02,21.015,0.421,31.844,0.035,0.047,0.067,12
1971,2,10,1,130,0,2.259,2.2,2.259,0.5061,22.187,21.724,21.72,0.463,31.288,0.029,0.027,0.03,12
1972,2,11,13,131,0,2.568,2.5,2.568,0.5174,21.994,21.471,21.47,0.523,29.698,0.036,0.033,0.036,12
1973,2,11,12,132,0,2.532,2.5,2.532,0.5508,22.112,21.507,21.505,0.605,29,0.039,0.038,0.046,12
1974,2,11,11,133,0,2.523,2.5,2.523,0.5058,21.835,21.526,21.522,0.309,28.526,0.041,0.038,0.044,12
1975,2,11,10,134,0,2.566,2.5,2.566,0.5187,21.962,21.359,21.357,0.603,29.803,0.036,0.033,0.036,12
1976,2,11,9,135,0,2.591,2.5,2.591,0.511,21.808,21.427,21.423,0.381,28.947,0.039,0.036,0.041,12
1977,2,11,8,136,0,2.534,2.5,2.534,0.5076,21.881,21.501,21.5,0.38,28.606,0.044,0.041,0.05,12
1978,2,11,7,137,0,2.526,2.5,2.526,0.5156,22.127,21.613,21.607,0.514,29.07,0.038,0.033,0.038,12
1979,2,11,6,138,0,2.646,2.6,2.646,0.5137,22.239,21.753,21.745,0.486,29.632,0.035,0.03,0.035,12
1980,2,11,5,139,0,2.678,2.6,2.678,0.514,22.552,22.078,22.064,0.474,28.802,0.036,0.032,0.036,12
1981,2,11,4,140,0,2.406,2.4,2.406,0.5229,22.335,21.663,21.66,0.672,31.116,0.03,0.032,0.038,12
1982,2,11,3,141,0,2.597,2.5,2.597,0.5082,21.657,21.277,21.278,0.38,29.566,0.039,0.035,0.038,12
1983,2,11,2,142,0,2.572,2.5,2.572,0.505,21.478,21.236,21.235,0.242,29.316,0.039,0.036,0.042,12
1984,2,11,1,143,0,2.587,2.5,2.587,0.5094,21.656,21.261,21.26,0.395,30.01,0.039,0.038,0.046,12
1985,2,12,13,144,0,2.269,2.2,2.269,0.515,22.271,21.772,21.769,0.499,30.322,0.032,0.029,0.032,12
1986,2,12,12,145,0,2.283,2.2,2.283,0.5154,21.794,21.229,21.227,0.565,31.526,0.03,0.029,0.032,12
1987,2,12,11,146,0,2.275,2.2,2.275,0.5009,21.552,21.207,21.209,0.345,31.654,0.029,0.029,0.03,12
1988,2,12,10,147,0,2.295,2.2,2.295,0.5137,21.687,21.214,21.213,0.473,31.708,0.03,0.027,0.032,12
1989,2,12,9,148,0,2.4,2.4,2.4,0.502,21.731,21.48,21.476,0.251,31.351,0.041,0.058,0.079,12
1990,2,12,8,149,0,2.215,2.2,2.215,0.4971,21.536,21.254,21.254,0.282,31.351,0.03,0.027,0.032,12
1991,2,12,7,150,0,2.225,2.2,2.225,0.5148,22.135,21.491,21.48,0.644,30.387,0.032,0.03,0.033,12
1992,2,12,6,151,0,2.246,2.2,2.246,0.5047,22.192,21.691,21.684,0.501,30.106,0.032,0.029,0.032,12
1993,2,12,5,152,0,2.314,2.3,2.314,0.5061,21.723,21.239,21.238,0.484,31.714,0.03,0.029,0.032,12
1994,2,12,4,153,0,2.35,2.3,2.35,0.5078,21.748,21.244,21.241,0.504,31.851,0.03,0.029,0.032,12
1995,2,12,3,154,0,2.346,2.3,2.346,0.5331,21.917,21.255,21.25,0.662,31.717,0.041,0.056,0.076,12
1996,2,12,2,155,0,2.372,2.3,2.372,0.5062,21.771,21.282,21.278,0.489,31.528,0.03,0.03,0.033,12
1997,2,12,1,156,0,2.368,2.3,2.368,0.5151,21.808,21.247,21.247,0.561,31.657,0.044,0.084,0.133,12
1998,2,13,13,157,0,2.396,2.3,2.396,0.5125,21.653,21.173,21.172,0.48,32.152,0.03,0.027,0.032,12
1999,2,13,12,158,0,2.391,2.3,2.391,0.5017,21.458,21.174,21.173,0.284,31.768,0.03,0.029,0.032,12
2000,2,13,11,159,0,2.368,2.3,2.368,0.5259,21.82,21.224,21.221,0.596,31.324,0.032,0.029,0.033,12
2001,2,13,10,160,0,2.321,2.3,2.321,0.5227,21.778,21.234,21.232,0.544,31.5,0.032,0.033,0.042,12
2002,2,13,9,161,0,2.333,2.3,2.333,0.5071,21.639,21.171,21.169,0.468,31.919,0.033,0.042,0.059,12
2003,2,13,8,162,0,2.311,2.3,2.311,0.5176,21.649,21.149,21.149,0.5,31.491,0.032,0.029,0.033,12
2004,2,13,7,163,0,2.288,2.2,2.288,0.5107,21.478,21.056,21.055,0.422,31.491,0.03,0.029,0.032,12
2005,2,13,6,164,0,2.253,2.2,2.253,0.5127,21.549,21.021,21.024,0.528,31.093,0.032,0.03,0.033,12
2006,2,13,5,165,0,2.277,2.2,2.277,0.5093,21.502,21.006,21.006,0.496,30.847,0.032,0.03,0.033,12
2007,2,13,4,166,0,2.276,2.2,2.276,0.5073,21.498,20.999,21,0.499,31.283,0.032,0.029,0.033,12
2008,2,13,3,167,0,2.3,2.3,2.3,0.4994,21.346,21.039,21.039,0.307,31.77,0.03,0.027,0.032,12
2009,2,13,2,168,0,2.278,2.2,2.278,0.4999,21.396,21.089,21.086,0.307,31.253,0.03,0.03,0.038,12
2010,2,13,1,169,0,2.312,2.3,2.312,0.5068,21.716,21.166,21.168,0.55,30.94,0.032,0.03,0.033,12
2011,2,1,13,1,0,2.141,2.1,2.141,0.4965,21.672,21.334,21.333,0.338,31.657,0.03,0.038,0.053,18
2012,2,1,12,2,0,2.195,2.1,2.195,0.4979,21.475,21.186,21.185,0.289,31.404,0.03,0.029,0.033,18
2013,2,1,11,3,0,2.131,2.1,2.131,0.4969,21.529,21.209,21.206,0.32,31.028,0.032,0.03,0.035,18
2014,2,1,10,4,0,2.096,2,2.096,0.4976,21.638,21.239,21.238,0.399,31.509,0.03,0.029,0.032,18
2015,2,1,9,5,0,2.155,2.1,2.155,0.4994,21.847,21.443,21.439,0.404,31.437,0.029,0.027,0.03,18
2016,2,1,8,6,0,2.156,2.1,2.156,0.4996,22.087,21.693,21.685,0.394,30.856,0.029,0.027,0.032,18
2017,2,1,7,7,0,2.235,2.2,2.235,0.4986,21.276,20.941,20.94,0.335,30.951,0.033,0.032,0.035,18
2018,2,1,6,8,0,2.216,2.2,2.216,0.4968,21.197,20.942,20.943,0.255,31.312,0.032,0.032,0.035,18
2019,2,1,5,9,0,2.235,2.2,2.235,0.498,21.247,20.955,20.955,0.292,31.682,0.032,0.03,0.033,18
2020,2,1,4,10,0,2.225,2.2,2.225,0.4971,21.255,21.003,21.002,0.252,31.309,0.032,0.032,0.035,18
2021,2,1,3,11,0,2.189,2.1,2.189,0.4983,21.34,21.014,21.012,0.326,30.948,0.032,0.032,0.035,18
2022,2,1,2,12,0,2.16,2.1,2.16,0.4954,21.242,21.007,21.007,0.235,31.347,0.032,0.03,0.033,18
2023,2,1,1,13,0,2.199,2.1,2.199,0.498,21.36,21.051,21.05,0.309,31.776,0.03,0.029,0.033,18
2024,2,2,13,14,0,2.316,2.3,2.316,0.4999,21.314,21.064,21.063,0.25,31.611,0.03,0.029,0.033,18
2025,2,2,12,15,0,2.341,2.3,2.341,0.5041,21.371,20.983,20.981,0.388,31.64,0.032,0.03,0.033,18
2026,2,2,11,16,0,2.323,2.3,2.323,0.5148,21.716,21.018,21.015,0.698,31.752,0.03,0.027,0.032,18
2027,2,2,10,17,0,2.247,2.2,2.247,0.5044,21.451,21.002,21.001,0.449,31.709,0.03,0.029,0.032,18
2028,2,2,9,18,0,2.217,2.2,2.217,0.5116,21.512,21.027,21.025,0.485,31.788,0.03,0.029,0.032,18
2029,2,2,8,19,0,2.156,2.1,2.156,0.5016,22.097,21.607,21.602,0.49,31.492,0.03,0.033,0.041,18
2030,2,2,7,20,0,2.121,2.1,2.121,0.4953,21.714,21.401,21.395,0.313,31.716,0.029,0.027,0.03,18
2031,2,2,6,21,0,2.213,2.2,2.213,0.4991,21.378,21.027,21.026,0.351,31.605,0.03,0.03,0.033,18
2032,2,2,5,22,0,2.189,2.1,2.189,0.5039,21.61,21.08,21.082,0.53,31.537,0.032,0.03,0.033,18
2033,2,2,4,23,0,2.189,2.1,2.189,0.5085,21.565,21.105,21.102,0.46,31.693,0.03,0.029,0.032,18
2034,2,2,3,24,0,2.184,2.1,2.184,0.4974,21.495,21.152,21.15,0.343,31.561,0.035,0.038,0.047,18
2035,2,2,2,25,0,2.18,2.1,2.18,0.4963,21.542,21.259,21.258,0.283,31.549,0.03,0.03,0.035,18
2036,2,2,1,26,0,2.131,2.1,2.131,0.5153,21.775,21.311,21.309,0.464,31.346,0.03,0.029,0.035,18
2037,2,3,13,27,0,2.205,2.2,2.205,0.4973,21.331,21.038,21.037,0.293,31.671,0.032,0.029,0.033,18
2038,2,3,12,28,0,2.153,2.1,2.153,0.4989,21.754,21.279,21.273,0.475,31.568,0.03,0.027,0.032,18
2039,2,3,11,29,0,2.23,2.2,2.23,0.5087,22.154,21.579,21.572,0.575,31.679,0.03,0.033,0.046,18
2040,2,3,10,30,0,2.192,2.1,2.192,0.5153,22.053,21.435,21.434,0.618,31.515,0.033,0.036,0.042,18
2041,2,3,9,31,0,2.207,2.2,2.207,0.5012,21.461,21.076,21.072,0.385,31.36,0.039,0.047,0.059,18
2042,2,3,8,32,0,2.213,2.2,2.213,0.5165,21.787,21.133,21.131,0.654,31.821,0.03,0.032,0.036,18
2043,2,3,7,33,0,2.127,2.1,2.127,0.5047,22.129,21.573,21.567,0.556,31.656,0.027,0.026,0.03,18
2044,2,3,6,34,0,2.109,2.1,2.109,0.4968,21.878,21.509,21.505,0.369,31.517,0.029,0.029,0.035,18
2045,2,3,5,35,0,2.125,2.1,2.125,0.5093,21.894,21.408,21.404,0.486,31.309,0.029,0.029,0.033,18
2046,2,3,4,36,0,2.185,2.1,2.185,0.4996,21.797,21.363,21.363,0.434,31.282,0.03,0.029,0.033,18
2047,2,3,3,37,0,2.186,2.1,2.186,0.4962,21.511,21.224,21.22,0.287,31.48,0.032,0.036,0.044,18
2048,2,3,2,38,0,2.156,2.1,2.156,0.4977,21.527,21.166,21.163,0.361,31.551,0.072,0.124,0.177,18
2049,2,3,1,39,0,2.162,2.1,2.162,0.5113,21.585,21.115,21.112,0.47,31.633,0.029,0.029,0.033,18
2050,2,4,13,40,0,2.326,2.3,2.326,0.5206,22.248,21.668,21.662,0.58,31.523,0.029,0.027,0.03,18
2051,2,4,12,41,0,2.323,2.3,2.323,0.5118,21.666,21.204,21.202,0.462,31.495,0.03,0.029,0.032,18
2052,2,4,11,42,0,2.283,2.2,2.283,0.511,21.638,21.108,21.103,0.53,31.477,0.032,0.03,0.033,18
2053,2,4,10,43,0,2.164,2.1,2.164,0.4971,21.614,21.25,21.247,0.364,31.686,0.032,0.036,0.046,18
2054,2,4,9,44,0,2.156,2.1,2.156,0.5276,21.622,21.122,21.116,0.5,31.676,0.032,0.032,0.039,18
2055,2,4,8,45,0,2.162,2.1,2.162,0.496,21.394,21.075,21.074,0.319,31.689,0.03,0.029,0.033,18
2056,2,4,7,46,0,2.18,2.1,2.18,0.5164,21.644,21.112,21.109,0.532,31.448,0.032,0.03,0.035,18
2057,2,4,6,47,0,2.131,2.1,2.131,0.4965,21.465,21.122,21.115,0.343,31.686,0.03,0.029,0.033,18
2058,2,4,5,48,0,2.115,2.1,2.115,0.5232,21.827,21.156,21.154,0.671,31.66,0.03,0.029,0.033,18
2059,2,4,4,49,0,2.154,2.1,2.154,0.5081,21.674,21.14,21.14,0.534,31.529,0.03,0.029,0.033,18
2060,2,4,3,50,0,2.199,2.1,2.199,0.5026,21.575,21.112,21.109,0.463,31.682,0.03,0.029,0.033,18
2061,2,4,2,51,0,2.175,2.1,2.175,0.5002,21.391,20.962,20.958,0.429,31.61,0.032,0.03,0.036,18
2062,2,4,1,52,0,2.209,2.2,2.209,0.5045,21.442,21.014,21.015,0.428,31.65,0.03,0.03,0.033,18
2063,2,5,13,53,0,2.311,2.3,2.311,0.5104,21.49,20.977,20.975,0.513,31.839,0.032,0.03,0.035,18
2064,2,5,12,54,0,2.291,2.2,2.291,0.5206,21.508,20.966,20.966,0.542,31.699,0.032,0.03,0.033,18
2065,2,5,11,55,0,2.276,2.2,2.276,0.4996,21.248,20.953,20.952,0.295,31.941,0.03,0.03,0.033,18
2066,1,5,10,56,0,2.373,2.3,2.373,0.5058,21.258,20.834,20.832,0.424,31.862,0.033,0.03,0.035,18
2067,1,5,9,57,0,2.335,2.3,2.335,0.5039,21.307,20.817,20.816,0.49,31.406,0.033,0.032,0.036,18
2068,1,5,8,58,0,2.284,2.2,2.284,0.5006,21.221,20.896,20.894,0.325,31.761,0.032,0.03,0.033,18
2069,2,5,7,59,0,2.293,2.2,2.293,0.5003,21.315,20.928,20.928,0.387,31.728,0.032,0.03,0.033,18
2070,2,5,6,60,0,2.287,2.2,2.287,0.5226,21.497,20.942,20.943,0.555,31.645,0.032,0.03,0.033,18
2071,2,5,5,61,0,2.294,2.2,2.294,0.6202,21.536,20.922,20.921,0.614,31.657,0.032,0.03,0.033,18
2072,2,5,4,62,0,2.322,2.3,2.322,0.5071,21.382,20.901,20.901,0.481,31.688,0.032,0.03,0.033,18
2073,2,5,3,63,0,2.297,2.2,2.297,0.5114,21.394,20.94,20.94,0.454,31.594,0.03,0.029,0.033,18
2074,2,5,2,64,0,2.199,2.1,2.199,0.5236,21.455,20.963,20.965,0.492,31.58,0.032,0.03,0.033,18
2075,2,5,1,65,0,2.357,2.3,2.357,0.5059,21.36,20.928,20.926,0.432,31.475,0.032,0.03,0.033,18
2076,2,6,13,66,0,2.239,2.2,2.239,0.5142,21.478,20.905,20.903,0.573,31.216,0.033,0.032,0.035,18
2077,1,6,12,67,0,2.269,2.2,2.269,0.5023,21.281,20.89,20.888,0.391,31.758,0.032,0.03,0.039,18
2078,2,6,11,68,0,2.291,2.2,2.291,0.511,21.559,20.933,20.934,0.626,31.459,0.032,0.03,0.035,18
2079,2,6,10,69,0,2.305,2.3,2.305,0.4994,21.27,20.91,20.911,0.36,31.012,0.033,0.032,0.036,18
2080,2,6,9,70,0,2.302,2.3,2.302,0.5075,21.334,20.915,20.915,0.419,31.247,0.033,0.03,0.033,18
2081,2,6,8,71,0,2.335,2.3,2.335,0.5088,21.482,20.926,20.923,0.556,31.75,0.033,0.039,0.056,18
2082,2,6,7,72,0,2.31,2.3,2.31,0.4993,21.247,20.955,20.954,0.292,31.42,0.032,0.03,0.033,18
2083,2,6,6,73,0,2.295,2.2,2.295,0.4988,21.251,20.988,20.985,0.263,31.622,0.032,0.032,0.038,18
2084,2,6,5,74,0,2.308,2.3,2.308,0.5048,21.547,21.063,21.059,0.484,31.386,0.032,0.029,0.033,18
2085,2,6,4,75,0,2.314,2.3,2.314,0.5003,21.551,21.235,21.233,0.316,31.475,0.03,0.029,0.032,18
2086,2,6,3,76,0,2.307,2.3,2.307,0.5064,21.55,20.99,20.989,0.56,31.52,0.032,0.029,0.033,18
2087,2,6,2,77,0,2.251,2.2,2.251,0.5093,21.585,20.932,20.933,0.653,31.648,0.032,0.03,0.035,18
2088,2,6,1,78,0,2.273,2.2,2.273,0.5085,21.46,20.94,20.937,0.52,31.617,0.032,0.03,0.035,18
2089,2,7,13,79,0,2.32,2.3,2.32,0.5002,21.635,21.329,21.329,0.306,31.347,0.03,0.029,0.032,18
2090,2,7,12,80,0,2.327,2.3,2.327,0.4996,21.618,21.33,21.328,0.288,30.85,0.032,0.03,0.033,18
2091,2,7,11,81,0,2.303,2.3,2.303,0.5114,22.113,21.597,21.594,0.516,31.124,0.03,0.029,0.032,18
2092,2,7,10,82,0,2.262,2.2,2.262,0.5098,22.238,21.666,21.664,0.572,30.873,0.03,0.03,0.033,18
2093,2,7,9,83,0,2.292,2.2,2.292,0.5041,22.252,21.776,21.778,0.476,31.737,0.029,0.027,0.03,18
2094,2,7,8,84,0,2.297,2.2,2.297,0.5009,22.335,21.906,21.904,0.429,31.107,0.029,0.027,0.03,18
2095,2,7,7,85,0,2.311,2.3,2.311,0.5012,22.499,22.067,22.056,0.432,31.099,0.03,0.036,0.049,18
2096,2,7,6,86,0,2.287,2.2,2.287,0.5162,22.439,21.902,21.894,0.537,31.668,0.027,0.026,0.029,18
2097,2,7,5,87,0,2.276,2.2,2.276,0.5255,22.611,21.76,21.755,0.851,23.801,0.024,0.027,0.03,18
2098,2,7,4,88,0,2.327,2.3,2.327,0.5122,21.974,21.391,21.388,0.583,31.28,0.03,0.027,0.03,18
2099,2,7,3,89,0,2.317,2.3,2.317,0.5002,21.478,21.205,21.202,0.273,31.48,0.029,0.027,0.03,18
2100,2,7,2,90,0,2.302,2.3,2.302,0.549,21.673,21.164,21.161,0.509,31.101,0.07,0.122,0.172,18
2101,2,7,1,91,0,2.313,2.3,2.313,0.5035,21.442,21.009,21.006,0.433,31.015,0.039,0.047,0.064,18
2102,1,8,13,92,0,2.25,2.2,2.25,0.4994,21.128,20.86,20.86,0.268,31.709,0.03,0.029,0.032,18
2103,2,8,12,93,0,2.263,2.2,2.263,0.5039,21.462,20.978,20.977,0.484,31.212,0.032,0.03,0.035,18
2104,2,8,11,94,0,2.262,2.2,2.262,0.509,21.339,20.916,20.915,0.423,31.199,0.032,0.03,0.035,18
2105,2,8,10,95,0,0.003,0,0.003,0.4933,21.256,20.9,20.903,0.356,49.998,0.001,0.004,0.012,18
2106,2,8,9,96,0,2.248,2.2,2.248,0.5014,21.326,21.005,21.002,0.321,31.591,0.033,0.038,0.049,18
2107,2,8,8,97,0,2.267,2.2,2.267,0.5082,21.576,21.125,21.12,0.451,31.007,0.042,0.058,0.078,18
2108,2,8,7,98,0,2.35,2.3,2.35,0.5044,21.656,21.33,21.32,0.326,29.739,0.035,0.036,0.044,18
2109,2,8,6,99,0,2.339,2.3,2.339,0.5174,21.636,21.166,21.16,0.47,31.48,0.029,0.027,0.03,18
2110,2,8,5,100,0,2.355,2.3,2.355,0.5029,21.753,21.365,21.362,0.388,31.54,0.027,0.027,0.03,18
2111,2,8,4,101,0,2.329,2.3,2.329,0.4988,21.587,21.343,21.34,0.244,31.454,0.029,0.027,0.03,18
2112,2,8,3,102,0,2.353,2.3,2.353,0.4999,21.672,21.434,21.432,0.238,31.617,0.027,0.027,0.03,18
2113,2,8,2,103,0,0.007,0,0.007,0.4936,21.671,21.461,21.459,0.21,49.998,0.013,0.033,0.064,18
2114,2,8,1,104,0,0.003,0,0.003,0.493,21.668,21.463,21.46,0.205,49.998,0.009,0.021,0.035,18
2115,2,9,13,105,0,2.301,2.3,2.301,0.5071,22.349,21.774,21.761,0.575,30.978,0.029,0.026,0.029,18
2116,2,9,12,106,0,2.282,2.2,2.282,0.5056,21.398,20.978,20.978,0.42,30.812,0.033,0.032,0.035,18
2117,2,9,11,107,0,2.265,2.2,2.265,0.5012,21.32,20.966,20.964,0.354,31.206,0.032,0.03,0.033,18
2118,2,9,10,108,0,2.255,2.2,2.255,0.509,21.401,20.912,20.908,0.489,31.597,0.032,0.03,0.033,18
